customer_id,age,income,credit_score,account_balance,tenure_months,num_products,active_investment,has_mortgage,has_loan,has_credit_card,segment,risk_profile,total_assets,monthly_expenses,last_interaction_days,has_premium_credit_card,recommend_premium_credit_card,has_mortgage_refinance,recommend_mortgage_refinance,has_investment_account,recommend_investment_account,has_high_yield_savings,recommend_high_yield_savings,has_personal_loan,recommend_personal_loan,monthly_income,debt_to_income,savings_ratio,customer_description
134,34,37261.26,430,41938.94,59,1,1,0,0,0,Basic,Conservative,9189.95,913.3,87,0,77,1,0,0,78,0,32,0,90,3105.1,0.44,0.7,"Customer Profile:
Age: 34
Income: $37261.26 yearly ($3105.10 monthly)
Credit Score: 430
Account Balance: $41938.94
Total Assets: $9189.95
Monthly Expenses: $913.30
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.44
Tenure: 59 months
Current Products: 1
Customer Segment: Basic
Risk Profile: Conservative
Last Interaction: 87 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: No
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: No
"
135,59,66890.58,307,12111.04,1,4,0,1,1,0,Standard,Very Aggressive,19085.02,4917.69,23,1,0,0,3,0,92,0,30,1,0,5574.22,0.11,0.12,"Customer Profile:
Age: 59
Income: $66890.58 yearly ($5574.22 monthly)
Credit Score: 307
Account Balance: $12111.04
Total Assets: $19085.02
Monthly Expenses: $4917.69
Savings Ratio: 0.12
Debt-to-Income Ratio: 0.11
Tenure: 1 months
Current Products: 4
Customer Segment: Standard
Risk Profile: Very Aggressive
Last Interaction: 23 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
136,23,83866.05,421,75657.48,140,1,0,0,1,1,Standard,Aggressive,26828.24,867.36,72,0,92,1,0,0,71,1,0,0,51,6988.84,0.3,0.7,"Customer Profile:
Age: 23
Income: $83866.05 yearly ($6988.84 monthly)
Credit Score: 421
Account Balance: $75657.48
Total Assets: $26828.24
Monthly Expenses: $867.36
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.30
Tenure: 140 months
Current Products: 1
Customer Segment: Standard
Risk Profile: Aggressive
Last Interaction: 72 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: No
"
137,21,29587.36,746,23635.71,153,1,0,1,0,0,Student,Very Conservative,19000.43,16.81,24,0,69,0,30,0,60,0,44,0,78,2465.61,0.57,0.7,"Customer Profile:
Age: 21
Income: $29587.36 yearly ($2465.61 monthly)
Credit Score: 746
Account Balance: $23635.71
Total Assets: $19000.43
Monthly Expenses: $16.81
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.57
Tenure: 153 months
Current Products: 1
Customer Segment: Student
Risk Profile: Very Conservative
Last Interaction: 24 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: No
High Yield Savings: No
Personal Loan: No
"
138,22,66472.75,380,31202.41,17,4,0,1,1,0,Standard,Very Conservative,105634.76,2713.97,86,1,0,0,99,0,19,1,0,0,41,5539.4,0.28,0.51,"Customer Profile:
Age: 22
Income: $66472.75 yearly ($5539.40 monthly)
Credit Score: 380
Account Balance: $31202.41
Total Assets: $105634.76
Monthly Expenses: $2713.97
Savings Ratio: 0.51
Debt-to-Income Ratio: 0.28
Tenure: 17 months
Current Products: 4
Customer Segment: Standard
Risk Profile: Very Conservative
Last Interaction: 86 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: No
"
139,45,87263.89,706,15776.4,153,3,0,1,0,1,Student,Very Conservative,50546.1,1502.66,10,1,0,0,28,1,0,0,2,1,0,7271.99,0.51,0.7,"Customer Profile:
Age: 45
Income: $87263.89 yearly ($7271.99 monthly)
Credit Score: 706
Account Balance: $15776.40
Total Assets: $50546.10
Monthly Expenses: $1502.66
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.51
Tenure: 153 months
Current Products: 3
Customer Segment: Student
Risk Profile: Very Conservative
Last Interaction: 10 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
140,25,33303.49,380,36807.16,25,4,1,0,1,1,Student,Very Aggressive,66296.71,4096.11,84,0,77,0,10,0,81,1,0,0,74,2775.29,0.25,0.0,"Customer Profile:
Age: 25
Income: $33303.49 yearly ($2775.29 monthly)
Credit Score: 380
Account Balance: $36807.16
Total Assets: $66296.71
Monthly Expenses: $4096.11
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.25
Tenure: 25 months
Current Products: 4
Customer Segment: Student
Risk Profile: Very Aggressive
Last Interaction: 84 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: No
"
141,79,15791.38,657,15709.0,181,3,0,1,1,0,Student,Very Conservative,122569.52,2318.48,77,0,24,0,79,1,0,1,0,0,44,1315.95,0.12,0.0,"Customer Profile:
Age: 79
Income: $15791.38 yearly ($1315.95 monthly)
Credit Score: 657
Account Balance: $15709.00
Total Assets: $122569.52
Monthly Expenses: $2318.48
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.12
Tenure: 181 months
Current Products: 3
Customer Segment: Student
Risk Profile: Very Conservative
Last Interaction: 77 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
142,53,94553.8,811,225045.99,146,1,1,0,0,0,Basic,Very Aggressive,11905.04,3569.09,47,1,0,1,0,0,13,0,54,1,0,7879.48,0.48,0.55,"Customer Profile:
Age: 53
Income: $94553.80 yearly ($7879.48 monthly)
Credit Score: 811
Account Balance: $225045.99
Total Assets: $11905.04
Monthly Expenses: $3569.09
Savings Ratio: 0.55
Debt-to-Income Ratio: 0.48
Tenure: 146 months
Current Products: 1
Customer Segment: Basic
Risk Profile: Very Aggressive
Last Interaction: 47 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
143,74,73022.58,433,21378.86,100,2,1,0,1,1,Basic,Very Conservative,136689.06,2507.95,14,1,0,0,9,0,36,0,1,0,20,6085.22,0.34,0.59,"Customer Profile:
Age: 74
Income: $73022.58 yearly ($6085.22 monthly)
Credit Score: 433
Account Balance: $21378.86
Total Assets: $136689.06
Monthly Expenses: $2507.95
Savings Ratio: 0.59
Debt-to-Income Ratio: 0.34
Tenure: 100 months
Current Products: 2
Customer Segment: Basic
Risk Profile: Very Conservative
Last Interaction: 14 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: No
Personal Loan: No
"
144,31,86858.64,817,96510.68,56,1,0,0,1,1,Student,Very Conservative,27833.64,1015.88,53,1,0,1,0,1,0,1,0,0,40,7238.22,0.26,0.7,"Customer Profile:
Age: 31
Income: $86858.64 yearly ($7238.22 monthly)
Credit Score: 817
Account Balance: $96510.68
Total Assets: $27833.64
Monthly Expenses: $1015.88
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.26
Tenure: 56 months
Current Products: 1
Customer Segment: Student
Risk Profile: Very Conservative
Last Interaction: 53 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
145,40,75878.57,464,4928.11,80,4,1,0,1,0,Basic,Very Conservative,31664.31,3268.68,35,1,0,1,0,1,0,1,0,1,0,6323.21,0.18,0.48,"Customer Profile:
Age: 40
Income: $75878.57 yearly ($6323.21 monthly)
Credit Score: 464
Account Balance: $4928.11
Total Assets: $31664.31
Monthly Expenses: $3268.68
Savings Ratio: 0.48
Debt-to-Income Ratio: 0.18
Tenure: 80 months
Current Products: 4
Customer Segment: Basic
Risk Profile: Very Conservative
Last Interaction: 35 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: Yes
"
146,73,42794.85,622,3939.16,58,4,0,1,0,1,Student,Moderate,181007.0,3534.79,13,1,0,1,0,1,0,0,52,1,0,3566.24,0.57,0.01,"Customer Profile:
Age: 73
Income: $42794.85 yearly ($3566.24 monthly)
Credit Score: 622
Account Balance: $3939.16
Total Assets: $181007.00
Monthly Expenses: $3534.79
Savings Ratio: 0.01
Debt-to-Income Ratio: 0.57
Tenure: 58 months
Current Products: 4
Customer Segment: Student
Risk Profile: Moderate
Last Interaction: 13 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
147,20,61753.51,360,2879.82,188,3,1,1,1,1,Premium,Very Conservative,2010585.98,2539.52,99,1,0,1,0,1,0,0,37,0,50,5146.13,0.48,0.51,"Customer Profile:
Age: 20
Income: $61753.51 yearly ($5146.13 monthly)
Credit Score: 360
Account Balance: $2879.82
Total Assets: $2010585.98
Monthly Expenses: $2539.52
Savings Ratio: 0.51
Debt-to-Income Ratio: 0.48
Tenure: 188 months
Current Products: 3
Customer Segment: Premium
Risk Profile: Very Conservative
Last Interaction: 99 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
148,70,51374.33,422,15263.12,67,1,0,1,0,1,Student,Conservative,76427.22,2475.47,11,1,0,0,1,0,54,0,53,1,0,4281.19,0.15,0.42,"Customer Profile:
Age: 70
Income: $51374.33 yearly ($4281.19 monthly)
Credit Score: 422
Account Balance: $15263.12
Total Assets: $76427.22
Monthly Expenses: $2475.47
Savings Ratio: 0.42
Debt-to-Income Ratio: 0.15
Tenure: 67 months
Current Products: 1
Customer Segment: Student
Risk Profile: Conservative
Last Interaction: 11 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
149,71,50166.22,355,29954.24,46,2,0,1,1,0,Student,Aggressive,1782.78,5972.29,78,0,70,0,72,1,0,0,7,0,10,4180.52,0.19,0.0,"Customer Profile:
Age: 71
Income: $50166.22 yearly ($4180.52 monthly)
Credit Score: 355
Account Balance: $29954.24
Total Assets: $1782.78
Monthly Expenses: $5972.29
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.19
Tenure: 46 months
Current Products: 2
Customer Segment: Student
Risk Profile: Aggressive
Last Interaction: 78 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
150,28,105533.36,652,16985.35,169,1,1,0,1,0,Basic,Aggressive,351969.29,1179.88,33,1,0,1,0,0,25,0,3,0,58,8794.45,0.54,0.7,"Customer Profile:
Age: 28
Income: $105533.36 yearly ($8794.45 monthly)
Credit Score: 652
Account Balance: $16985.35
Total Assets: $351969.29
Monthly Expenses: $1179.88
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.54
Tenure: 169 months
Current Products: 1
Customer Segment: Basic
Risk Profile: Aggressive
Last Interaction: 33 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: No
"
151,45,95993.82,619,43075.62,175,1,1,1,1,1,Senior,Very Conservative,112446.04,2650.77,47,1,0,1,0,1,0,0,69,0,84,7999.48,0.15,0.67,"Customer Profile:
Age: 45
Income: $95993.82 yearly ($7999.48 monthly)
Credit Score: 619
Account Balance: $43075.62
Total Assets: $112446.04
Monthly Expenses: $2650.77
Savings Ratio: 0.67
Debt-to-Income Ratio: 0.15
Tenure: 175 months
Current Products: 1
Customer Segment: Senior
Risk Profile: Very Conservative
Last Interaction: 47 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
152,59,89581.84,600,54345.95,88,1,0,1,0,1,Standard,Moderate,114647.27,3142.36,25,0,83,0,9,0,82,0,9,1,0,7465.15,0.46,0.58,"Customer Profile:
Age: 59
Income: $89581.84 yearly ($7465.15 monthly)
Credit Score: 600
Account Balance: $54345.95
Total Assets: $114647.27
Monthly Expenses: $3142.36
Savings Ratio: 0.58
Debt-to-Income Ratio: 0.46
Tenure: 88 months
Current Products: 1
Customer Segment: Standard
Risk Profile: Moderate
Last Interaction: 25 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
153,21,43944.71,378,18443.61,67,2,0,1,0,0,Premium,Moderate,114655.91,2939.26,58,1,0,1,0,0,4,1,0,1,0,3662.06,0.27,0.2,"Customer Profile:
Age: 21
Income: $43944.71 yearly ($3662.06 monthly)
Credit Score: 378
Account Balance: $18443.61
Total Assets: $114655.91
Monthly Expenses: $2939.26
Savings Ratio: 0.20
Debt-to-Income Ratio: 0.27
Tenure: 67 months
Current Products: 2
Customer Segment: Premium
Risk Profile: Moderate
Last Interaction: 58 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
154,36,90591.89,538,12020.07,218,1,0,1,0,0,Student,Aggressive,29806.66,1326.27,54,0,92,0,5,1,0,0,88,1,0,7549.32,0.35,0.7,"Customer Profile:
Age: 36
Income: $90591.89 yearly ($7549.32 monthly)
Credit Score: 538
Account Balance: $12020.07
Total Assets: $29806.66
Monthly Expenses: $1326.27
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.35
Tenure: 218 months
Current Products: 1
Customer Segment: Student
Risk Profile: Aggressive
Last Interaction: 54 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
155,37,23730.41,806,33798.18,226,1,0,0,1,0,Standard,Moderate,168007.53,3095.84,79,0,79,0,25,0,1,1,0,1,0,1977.53,0.43,0.0,"Customer Profile:
Age: 37
Income: $23730.41 yearly ($1977.53 monthly)
Credit Score: 806
Account Balance: $33798.18
Total Assets: $168007.53
Monthly Expenses: $3095.84
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.43
Tenure: 226 months
Current Products: 1
Customer Segment: Standard
Risk Profile: Moderate
Last Interaction: 79 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
156,76,30984.21,407,16390.23,128,3,0,0,1,0,Standard,Very Conservative,57314.96,537.12,1,1,0,1,0,1,0,0,46,1,0,2582.02,0.54,0.7,"Customer Profile:
Age: 76
Income: $30984.21 yearly ($2582.02 monthly)
Credit Score: 407
Account Balance: $16390.23
Total Assets: $57314.96
Monthly Expenses: $537.12
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.54
Tenure: 128 months
Current Products: 3
Customer Segment: Standard
Risk Profile: Very Conservative
Last Interaction: 1 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
157,35,37434.63,486,17593.52,147,2,0,0,1,1,Senior,Very Conservative,124490.02,2711.12,51,1,0,1,0,1,0,1,0,0,31,3119.55,0.44,0.13,"Customer Profile:
Age: 35
Income: $37434.63 yearly ($3119.55 monthly)
Credit Score: 486
Account Balance: $17593.52
Total Assets: $124490.02
Monthly Expenses: $2711.12
Savings Ratio: 0.13
Debt-to-Income Ratio: 0.44
Tenure: 147 months
Current Products: 2
Customer Segment: Senior
Risk Profile: Very Conservative
Last Interaction: 51 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
158,38,71750.67,577,10964.9,144,2,0,1,0,0,Standard,Very Aggressive,514992.4,4652.87,53,0,72,1,0,1,0,1,0,1,0,5979.22,0.6,0.22,"Customer Profile:
Age: 38
Income: $71750.67 yearly ($5979.22 monthly)
Credit Score: 577
Account Balance: $10964.90
Total Assets: $514992.40
Monthly Expenses: $4652.87
Savings Ratio: 0.22
Debt-to-Income Ratio: 0.60
Tenure: 144 months
Current Products: 2
Customer Segment: Standard
Risk Profile: Very Aggressive
Last Interaction: 53 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: Yes
"
159,19,53498.91,842,353958.4,20,1,0,0,1,1,Student,Conservative,34922.43,1650.01,34,0,7,1,0,1,0,0,17,1,0,4458.24,0.26,0.63,"Customer Profile:
Age: 19
Income: $53498.91 yearly ($4458.24 monthly)
Credit Score: 842
Account Balance: $353958.40
Total Assets: $34922.43
Monthly Expenses: $1650.01
Savings Ratio: 0.63
Debt-to-Income Ratio: 0.26
Tenure: 20 months
Current Products: 1
Customer Segment: Student
Risk Profile: Conservative
Last Interaction: 34 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
160,66,97385.16,601,12479.84,221,2,1,1,1,0,Student,Very Conservative,156389.08,860.19,67,1,0,1,0,1,0,1,0,0,92,8115.43,0.27,0.7,"Customer Profile:
Age: 66
Income: $97385.16 yearly ($8115.43 monthly)
Credit Score: 601
Account Balance: $12479.84
Total Assets: $156389.08
Monthly Expenses: $860.19
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.27
Tenure: 221 months
Current Products: 2
Customer Segment: Student
Risk Profile: Very Conservative
Last Interaction: 67 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
161,31,77857.14,555,23918.73,156,2,0,0,1,0,Student,Moderate,269136.48,1161.57,33,1,0,0,79,1,0,1,0,1,0,6488.1,0.53,0.7,"Customer Profile:
Age: 31
Income: $77857.14 yearly ($6488.10 monthly)
Credit Score: 555
Account Balance: $23918.73
Total Assets: $269136.48
Monthly Expenses: $1161.57
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.53
Tenure: 156 months
Current Products: 2
Customer Segment: Student
Risk Profile: Moderate
Last Interaction: 33 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: Yes
"
162,43,71681.58,474,12737.92,104,4,1,0,1,0,Premium,Very Conservative,89915.46,5553.86,35,0,22,0,70,1,0,0,9,0,99,5973.46,0.49,0.07,"Customer Profile:
Age: 43
Income: $71681.58 yearly ($5973.46 monthly)
Credit Score: 474
Account Balance: $12737.92
Total Assets: $89915.46
Monthly Expenses: $5553.86
Savings Ratio: 0.07
Debt-to-Income Ratio: 0.49
Tenure: 104 months
Current Products: 4
Customer Segment: Premium
Risk Profile: Very Conservative
Last Interaction: 35 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
163,69,72733.23,358,5442.61,232,3,0,1,0,1,Basic,Very Aggressive,106280.51,4594.53,55,0,51,1,0,0,68,1,0,1,0,6061.1,0.18,0.24,"Customer Profile:
Age: 69
Income: $72733.23 yearly ($6061.10 monthly)
Credit Score: 358
Account Balance: $5442.61
Total Assets: $106280.51
Monthly Expenses: $4594.53
Savings Ratio: 0.24
Debt-to-Income Ratio: 0.18
Tenure: 232 months
Current Products: 3
Customer Segment: Basic
Risk Profile: Very Aggressive
Last Interaction: 55 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
164,35,65696.67,651,6992.35,211,1,0,0,1,1,Standard,Aggressive,123994.48,2578.42,53,0,43,0,92,0,77,1,0,0,64,5474.72,0.25,0.53,"Customer Profile:
Age: 35
Income: $65696.67 yearly ($5474.72 monthly)
Credit Score: 651
Account Balance: $6992.35
Total Assets: $123994.48
Monthly Expenses: $2578.42
Savings Ratio: 0.53
Debt-to-Income Ratio: 0.25
Tenure: 211 months
Current Products: 1
Customer Segment: Standard
Risk Profile: Aggressive
Last Interaction: 53 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: No
"
165,27,86353.67,666,38639.47,29,1,1,0,0,1,Senior,Moderate,47955.42,3827.6,84,1,0,0,62,1,0,1,0,0,77,7196.14,0.2,0.47,"Customer Profile:
Age: 27
Income: $86353.67 yearly ($7196.14 monthly)
Credit Score: 666
Account Balance: $38639.47
Total Assets: $47955.42
Monthly Expenses: $3827.60
Savings Ratio: 0.47
Debt-to-Income Ratio: 0.20
Tenure: 29 months
Current Products: 1
Customer Segment: Senior
Risk Profile: Moderate
Last Interaction: 84 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
166,37,133736.18,525,72922.2,78,4,0,1,0,1,Premium,Moderate,29141.41,3141.14,82,0,22,0,23,1,0,1,0,1,0,11144.68,0.58,0.7,"Customer Profile:
Age: 37
Income: $133736.18 yearly ($11144.68 monthly)
Credit Score: 525
Account Balance: $72922.20
Total Assets: $29141.41
Monthly Expenses: $3141.14
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.58
Tenure: 78 months
Current Products: 4
Customer Segment: Premium
Risk Profile: Moderate
Last Interaction: 82 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: Yes
"
167,40,58661.8,419,20852.49,46,2,1,0,0,0,Standard,Moderate,493319.58,2418.51,27,0,58,0,95,0,78,0,56,0,86,4888.48,0.38,0.51,"Customer Profile:
Age: 40
Income: $58661.80 yearly ($4888.48 monthly)
Credit Score: 419
Account Balance: $20852.49
Total Assets: $493319.58
Monthly Expenses: $2418.51
Savings Ratio: 0.51
Debt-to-Income Ratio: 0.38
Tenure: 46 months
Current Products: 2
Customer Segment: Standard
Risk Profile: Moderate
Last Interaction: 27 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: No
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: No
High Yield Savings: No
Personal Loan: No
"
168,41,22952.87,651,47342.42,108,4,0,1,1,1,Standard,Very Conservative,109526.89,2559.46,82,0,2,1,0,0,96,0,92,0,75,1912.74,0.39,0.0,"Customer Profile:
Age: 41
Income: $22952.87 yearly ($1912.74 monthly)
Credit Score: 651
Account Balance: $47342.42
Total Assets: $109526.89
Monthly Expenses: $2559.46
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.39
Tenure: 108 months
Current Products: 4
Customer Segment: Standard
Risk Profile: Very Conservative
Last Interaction: 82 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: No
"
169,62,107992.54,503,7282.1,103,3,0,1,1,1,Standard,Very Aggressive,169480.95,1761.64,24,0,20,1,0,0,72,0,61,1,0,8999.38,0.19,0.7,"Customer Profile:
Age: 62
Income: $107992.54 yearly ($8999.38 monthly)
Credit Score: 503
Account Balance: $7282.10
Total Assets: $169480.95
Monthly Expenses: $1761.64
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.19
Tenure: 103 months
Current Products: 3
Customer Segment: Standard
Risk Profile: Very Aggressive
Last Interaction: 24 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
170,78,67208.39,403,4433.8,134,3,1,0,0,0,Standard,Very Aggressive,550381.4,5622.89,95,1,0,1,0,1,0,1,0,1,0,5600.7,0.1,-0.0,"Customer Profile:
Age: 78
Income: $67208.39 yearly ($5600.70 monthly)
Credit Score: 403
Account Balance: $4433.80
Total Assets: $550381.40
Monthly Expenses: $5622.89
Savings Ratio: -0.00
Debt-to-Income Ratio: 0.10
Tenure: 134 months
Current Products: 3
Customer Segment: Standard
Risk Profile: Very Aggressive
Last Interaction: 95 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: Yes
"
171,78,48712.54,602,20698.61,117,2,1,0,1,0,Student,Very Conservative,154840.84,3109.99,67,0,74,0,51,1,0,1,0,1,0,4059.38,0.18,0.23,"Customer Profile:
Age: 78
Income: $48712.54 yearly ($4059.38 monthly)
Credit Score: 602
Account Balance: $20698.61
Total Assets: $154840.84
Monthly Expenses: $3109.99
Savings Ratio: 0.23
Debt-to-Income Ratio: 0.18
Tenure: 117 months
Current Products: 2
Customer Segment: Student
Risk Profile: Very Conservative
Last Interaction: 67 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: Yes
"
